timestamp,user_id,flex_1,flex_2,flex_3,flex_4,flex_5,Qw,Qx,Qy,Qz,GYRx,GYRy,GYRz,ACCx,ACCy,ACCz,ACCx_body,ACCy_body,ACCz_body,ACCx_world,ACCy_world,ACCz_world
1621413334.956915,021,-4.0,1.0,27.0,25.0,-6.0,0.776489,-0.001831,-0.629944,0.015015,-0.007634,0.007634,0.0,9.170752,-0.27395,1.798023,-0.415112,-0.059814,-0.223706,0.133984,-0.065796,-0.449805
1621413334.9669719,021,-3.0,6.0,26.0,25.0,-5.0,0.776489,-0.001892,-0.629944,0.015137,0.0,0.0,0.0,9.158789,-0.282324,1.812378,-0.427075,-0.065796,-0.209351,0.117236,-0.072974,-0.459375
1621413334.9768443,021,-4.0,5.0,26.0,24.0,-1.0,0.776428,-0.001892,-0.630005,0.015259,0.0,-0.007634,0.0,9.170752,-0.293091,1.821948,-0.415112,-0.075366,-0.197388,0.108862,-0.082544,-0.44502
1621413334.986861,021,-1.0,7.0,26.0,25.0,-4.0,0.776428,-0.001892,-0.630005,0.015381,0.007634,0.0,0.0,9.185107,-0.288306,1.829126,-0.400757,-0.069385,-0.19021,0.104077,-0.076563,-0.429468
1621413334.9968584,021,-4.0,8.0,26.0,23.0,-3.0,0.776428,-0.001831,-0.630005,0.015564,0.007634,0.0,0.0,9.193481,-0.266772,1.853052,-0.392383,-0.046655,-0.166284,0.082544,-0.053833,-0.416309
1621413335.0068297,021,-1.0,5.0,28.0,25.0,-1.0,0.776489,-0.00177,-0.629944,0.015686,0.0,0.0,0.0,9.209033,-0.235669,1.885352,-0.376831,-0.014355,-0.136377,0.055029,-0.021533,-0.395972
1621413335.0168357,021,-4.0,4.0,25.0,25.0,-3.0,0.77655,-0.001709,-0.629883,0.015808,0.0,0.007634,0.0,9.213819,-0.212939,1.905689,-0.372046,0.007178,-0.117236,0.037085,0.0,-0.387598
1621413335.0268383,021,-3.0,5.0,26.0,21.0,-2.0,0.776611,-0.00177,-0.629761,0.015808,0.0,0.007634,0.0,9.194677,-0.211743,1.910474,-0.38999,0.00957,-0.114844,0.031104,0.0,-0.404346
1621413335.036928,021,-3.0,8.0,25.0,25.0,-3.0,0.776672,-0.00177,-0.6297,0.015869,0.0,0.0,0.0,9.17793,-0.233276,1.916455,-0.406738,-0.00957,-0.111255,0.023926,-0.017944,-0.419897
1621413335.0468175,021,17.0,5.0,25.0,25.0,-4.0,0.776672,-0.001709,-0.629639,0.015991,0.007634,0.0,0.0,9.165967,-0.253613,1.923633,-0.417505,-0.029907,-0.104077,0.015552,-0.038281,-0.428271
1621413335.0568268,021,-3.0,-6.0,28.0,24.0,-3.0,0.776672,-0.001587,-0.629639,0.016174,0.007634,-0.007634,-0.007634,9.159986,-0.260791,1.929614,-0.423486,-0.035889,-0.099292,0.00957,-0.045459,-0.433057
1621413335.0668852,021,-5.0,5.0,25.0,26.0,-3.0,0.776672,-0.001404,-0.6297,0.016296,0.007634,-0.007634,-0.007634,9.151611,-0.257202,1.932007,-0.433057,-0.034692,-0.095703,0.004785,-0.044263,-0.441431
1621413335.076869,021,-3.0,5.0,31.0,20.0,-5.0,0.77655,-0.001282,-0.629822,0.016357,0.007634,-0.015267,-0.007634,9.159986,-0.261987,1.934399,-0.424683,-0.039478,-0.089722,0.0,-0.049048,-0.43186
