timestamp,user_id,flex_1,flex_2,flex_3,flex_4,flex_5,Qw,Qx,Qy,Qz,GYRx,GYRy,GYRz,ACCx,ACCy,ACCz,ACCx_body,ACCy_body,ACCz_body,ACCx_world,ACCy_world,ACCz_world
1621402814.306446,020,-4.0,26.0,50.0,-1.0,-38.0,0.667786,-0.116211,-0.735229,0.004822,-0.007634,0.007634,-0.007634,9.224585,-1.545605,-1.193897,-0.386401,0.044263,-0.133984,0.169873,-0.044263,-0.37085
1621402814.316435,020,-9.0,26.0,48.0,-4.0,-40.0,0.667786,-0.116211,-0.735229,0.004761,-0.007634,0.0,-0.007634,9.231763,-1.557568,-1.1927,-0.38042,0.031104,-0.132788,0.166284,-0.056226,-0.363672
1621402814.3263414,020,-6.0,26.0,50.0,-2.0,-39.0,0.667786,-0.116211,-0.735229,0.0047,-0.007634,0.0,-0.007634,9.23894,-1.537231,-1.180737,-0.373242,0.05144,-0.120825,0.156714,-0.033496,-0.361279
1621402814.3366036,020,-6.0,26.0,49.0,-3.0,-42.0,0.667786,-0.116272,-0.735229,0.004639,-0.007634,0.0,0.0,9.249707,-1.53125,-1.168774,-0.362476,0.057422,-0.108862,0.144751,-0.023926,-0.352905
1621402814.3467128,020,-3.0,26.0,50.0,-2.0,-41.0,0.667786,-0.116333,-0.735229,0.004578,-0.007634,0.0,0.0,9.254492,-1.545605,-1.166382,-0.35769,0.04187,-0.10647,0.139966,-0.038281,-0.345728
1621402814.3565218,020,-5.0,26.0,49.0,-2.0,-38.0,0.667725,-0.116455,-0.735229,0.004578,-0.007634,0.0,0.0,9.26167,-1.574316,-1.178345,-0.349316,0.015552,-0.117236,0.145947,-0.063403,-0.331372
1621402814.366622,020,-7.0,26.0,48.0,-1.0,-39.0,0.667725,-0.116455,-0.735229,0.004639,0.0,0.0,-0.007634,9.266455,-1.589868,-1.174756,-0.344531,0.0,-0.113647,0.13877,-0.077759,-0.325391
1621402814.3764846,020,0.0,26.0,50.0,-3.0,-38.0,0.667725,-0.116394,-0.735291,0.0047,0.007634,0.0,-0.007634,9.26167,-1.568335,-1.167578,-0.350513,0.021533,-0.105273,0.135181,-0.056226,-0.334961
1621402814.3863769,020,-6.0,26.0,52.0,-2.0,-41.0,0.667725,-0.116211,-0.735291,0.004761,0.0,0.0,-0.007634,9.249707,-1.547998,-1.17356,-0.362476,0.040674,-0.111255,0.144751,-0.040674,-0.349316
1621402814.3965364,020,-4.0,26.0,48.0,-1.0,-40.0,0.667664,-0.116089,-0.735352,0.004761,0.0,0.0,-0.007634,9.250903,-1.551587,-1.189111,-0.360083,0.035889,-0.12561,0.15791,-0.046655,-0.344531
1621402814.406365,020,-4.0,25.0,49.0,-2.0,-40.0,0.667664,-0.116028,-0.735352,0.004761,0.007634,0.0,-0.007634,9.265259,-1.551587,-1.199878,-0.345728,0.034692,-0.136377,0.16748,-0.046655,-0.328979
1621402814.4163544,020,-4.0,26.0,50.0,-4.0,-40.0,0.667664,-0.115906,-0.735352,0.004822,0.0,0.0,-0.007634,9.267652,-1.538428,-1.195093,-0.343335,0.046655,-0.132788,0.165088,-0.034692,-0.328979
1621402814.4264712,020,-6.0,27.0,50.0,-5.0,-41.0,0.667725,-0.115845,-0.735352,0.004822,0.0,0.0,0.0,9.24851,-1.510913,-1.179541,-0.363672,0.07417,-0.117236,0.156714,-0.008374,-0.355298
1621402814.4364371,020,-6.0,26.0,49.0,-2.0,-40.0,0.667725,-0.115906,-0.735291,0.004761,-0.007634,0.0,0.0,9.212622,-1.515698,-1.184326,-0.399561,0.069385,-0.123218,0.163892,-0.020337,-0.388794
1621402814.4467227,020,-4.0,26.0,47.0,-3.0,-40.0,0.667664,-0.116028,-0.735352,0.0047,-0.007634,0.0,0.0,9.195874,-1.544409,-1.18313,-0.416309,0.040674,-0.119629,0.15791,-0.05144,-0.400757
1621402814.4565823,020,-5.0,26.0,48.0,-2.0,-40.0,0.667603,-0.11615,-0.735413,0.0047,-0.007634,-0.007634,0.0,9.192286,-1.569531,-1.197485,-0.418701,0.017944,-0.132788,0.16748,-0.075366,-0.398364
